19-9-2 上午12:33
项目统计数据

       	 片段数	   单词数	字符数（不计空格）	字符数（计入空格）	#文件数	
总共：    	8907	278357	  2092221	  2393016	2903	
剩余片段：  	8907	278357	  2092221	  2393016	2903	
独特片段：  	6674	222219	  1671045	  1910015	2630	
剩余独特片段：	6674	222219	  1671045	  1910015	2630	


各文件统计数据：

文件名                                                                                                                       	总片段数	剩余片段数	独特片段数	剩余独特片段数	总单词数	剩余单词数	独特单词数	剩余独特单词数	总字符数（不计空格）	剩余字符数（不计空格）	独特字符数（不计空格）	剩余独特字符数（不计空格）	总字符数（计入空格）	剩余字符数（计入空格）	独特字符数（计入空格）	剩余独特字符数（计入空格）	
interface/tooltips/thea-sealedcache.tooltip.patch                                                                         	   1	    1	    1	      1	  16	   16	   16	     16	       133	        133	        133	          133	       150	        150	        150	          150	
interface/tooltips/thea-shield-mf.tooltip.patch                                                                           	   1	    1	    0	      0	  23	   23	    0	      0	       210	        210	          0	            0	       237	        237	          0	            0	
interface/tooltips/thea-speedupminigun-mf-attachment.tooltip.patch                                                        	   1	    1	    0	      0	  53	   53	    0	      0	       462	        462	          0	            0	       522	        522	          0	            0	
interface/tooltips/thea-speedupminigun-mf.tooltip.patch                                                                   	   1	    1	    0	      0	  53	   53	    0	      0	       462	        462	          0	            0	       522	        522	          0	            0	
interface/tooltips/thea-speedupminigun-unique.tooltip.patch                                                               	   2	    2	    1	      1	  82	   82	   67	     67	       690	        690	        563	          563	       779	        779	        638	          638	
interface/tooltips/thea-sword-descriptive.tooltip.patch                                                                   	   2	    2	    1	      1	  38	   38	   32	     32	       298	        298	        247	          247	       340	        340	        283	          283	
interface/tooltips/thea-sword-mf.tooltip.patch                                                                            	   1	    1	    0	      0	  25	   25	    0	      0	       214	        214	          0	            0	       243	        243	          0	            0	
interface/tooltips/thea-sword-unique-mf.tooltip.patch                                                                     	   2	    2	    1	      1	  54	   54	   39	     39	       442	        442	        315	          315	       500	        500	        359	          359	
interface/tooltips/thea-sword-unique.tooltip.patch                                                                        	   2	    2	    0	      0	  54	   54	    0	      0	       442	        442	          0	            0	       500	        500	          0	            0	
interface/tooltips/thea-tool-unique.tooltip.patch                                                                         	   1	    1	    0	      0	  14	   14	    0	      0	       125	        125	          0	            0	       142	        142	          0	            0	
interface/tooltips/thea-unique.tooltip.patch                                                                              	   1	    1	    0	      0	  14	   14	    0	      0	       125	        125	          0	            0	       142	        142	          0	            0	
interface/warping/allianceblackmarketteleporter.config.patch                                                              	   1	    1	    1	      1	  17	   17	   17	     17	       134	        134	        134	          134	       154	        154	        154	          154	
interface/warping/alliancefestivalhallwarp.config.patch                                                                   	   1	    1	    1	      1	  18	   18	   18	     18	       149	        149	        149	          149	       168	        168	        168	          168	
interface/warping/allianceoutpostteleporter.config.patch                                                                  	   1	    1	    1	      1	  17	   17	   17	     17	       132	        132	        132	          132	       152	        152	        152	          152	
interface/warping/allianceoutpostwarp.config.patch                                                                        	   1	    1	    1	      1	  17	   17	   17	     17	       142	        142	        142	          142	       160	        160	        160	          160	
interface/warping/avikanblackmarketteleporter.config.patch                                                                	   1	    1	    1	      1	  17	   17	   17	     17	       137	        137	        137	          137	       157	        157	        157	          157	
interface/warping/avikanoutpostteleporter.config.patch                                                                    	   1	    1	    1	      1	  17	   17	   17	     17	       137	        137	        137	          137	       157	        157	        157	          157	
interface/warping/avikanoutpostwarp.config.patch                                                                          	   1	    1	    1	      1	  18	   18	   18	     18	       151	        151	        151	          151	       170	        170	        170	          170	
interface/warping/centensworkshopteleporter.config.patch                                                                  	   1	    1	    1	      1	  17	   17	   17	     17	       132	        132	        132	          132	       152	        152	        152	          152	
interface/warping/centensworkshopwarp.config.patch                                                                        	   1	    1	    1	      1	  18	   18	   18	     18	       153	        153	        153	          153	       172	        172	        172	          172	
interface/warping/returnallianceoutpost.config.patch                                                                      	   1	    1	    1	      1	  22	   22	   22	     22	       159	        159	        159	          159	       182	        182	        182	          182	
interface/warping/returnavikanoutpost.config.patch                                                                        	   1	    1	    1	      1	  21	   21	   21	     21	       160	        160	        160	          160	       182	        182	        182	          182	
interface/windowconfig/akkimaricrafting.config.patch                                                                      	   1	    1	    1	      1	 108	  108	  108	    108	       969	        969	        969	          969	      1066	       1066	       1066	         1066	
interface/windowconfig/akkimarifurnacecrafting.config.patch                                                               	   1	    1	    1	      1	 106	  106	  106	    106	       945	        945	        945	          945	      1040	       1040	       1040	         1040	
interface/windowconfig/akkimariinventorcrafting.config.patch                                                              	   1	    1	    1	      1	 108	  108	  108	    108	       977	        977	        977	          977	      1073	       1073	       1073	         1073	
interface/windowconfig/alliancecrafting.config.patch                                                                      	   1	    1	    1	      1	 108	  108	  108	    108	       966	        966	        966	          966	      1063	       1063	       1063	         1063	
interface/windowconfig/alliancefurnacecrafting.config.patch                                                               	   1	    1	    1	      1	 105	  105	  105	    105	       942	        942	        942	          942	      1036	       1036	       1036	         1036	
interface/windowconfig/allianceinventorcrafting.config.patch                                                              	   1	    1	    1	      1	 108	  108	  108	    108	       971	        971	        971	          971	      1067	       1067	       1067	         1067	
interface/windowconfig/avikanbonecrafting.config.patch                                                                    	   1	    1	    1	      1	 108	  108	  108	    108	       963	        963	        963	          963	      1060	       1060	       1060	         1060	
interface/windowconfig/avikanfurnacecrafting.config.patch                                                                 	   1	    1	    0	      0	 105	  105	    0	      0	       942	        942	          0	            0	      1036	       1036	          0	            0	
interface/windowconfig/avikaninventorcrafting.config.patch                                                                	   1	    1	    0	      0	 108	  108	    0	      0	       971	        971	          0	            0	      1067	       1067	          0	            0	
interface/windowconfig/avikanleathercrafting.config.patch                                                                 	   1	    1	    1	      1	 109	  109	  109	    109	       965	        965	        965	          965	      1063	       1063	       1063	         1063	
interface/windowconfig/avikanmetalcrafting.config.patch                                                                   	   1	    1	    1	      1	 108	  108	  108	    108	       966	        966	        966	          966	      1063	       1063	       1063	         1063	
interface/windowconfig/drodenframecrafting.config.patch                                                                   	   1	    1	    1	      1	 110	  110	  110	    110	       977	        977	        977	          977	      1075	       1075	       1075	         1075	
interface/windowconfig/jumpgateuplinkstationcrafting.config.patch                                                         	   1	    1	    1	      1	 108	  108	  108	    108	       980	        980	        980	          980	      1076	       1076	       1076	         1076	
interface/windowconfig/theacraftingstation.config.patch                                                                   	   2	    2	    2	      2	 128	  128	  128	    128	      1118	       1118	       1118	         1118	      1228	       1228	       1228	         1228	
interface/windowconfig/trinkcrafting.config.patch                                                                         	   1	    1	    1	      1	 108	  108	  108	    108	       966	        966	        966	          966	      1063	       1063	       1063	         1063	
items/active/flashlights/thea-allianceflashlight/thea-allianceflashlight.activeitem.patch                                 	   1	    1	    1	      1	  21	   21	   21	     21	       175	        175	        175	          175	       201	        201	        201	          201	
items/active/flashlights/thea-avikanflashlight/thea-avikanflashlight.activeitem.patch                                     	   1	    1	    1	      1	  19	   19	   19	     19	       157	        157	        157	          157	       181	        181	        181	          181	
items/active/flashlights/thea-trinkflashlight/thea-trinkflashlight.activeitem.patch                                       	   1	    1	    1	      1	  20	   20	   20	     20	       177	        177	        177	          177	       202	        202	        202	          202	
items/active/grapplinghooks/akkimarigrapplinghook/akkimarigrapplinghook.activeitem.patch                                  	   1	    1	    1	      1	  23	   23	   23	     23	       184	        184	        184	          184	       212	        212	        212	          212	
items/active/grapplinghooks/alliancegrapplinghook/alliancegrapplinghook.activeitem.patch                                  	   1	    1	    1	      1	  23	   23	   23	     23	       187	        187	        187	          187	       215	        215	        215	          215	
items/active/grapplinghooks/avikanclimbingrope/avikanclimbingrope.activeitem.patch                                        	   2	    2	    2	      2	  24	   24	   24	     24	       177	        177	        177	          177	       205	        205	        205	          205	
items/active/grapplinghooks/avikangrapplinghook/avikangrapplinghook.activeitem.patch                                      	   1	    1	    1	      1	  23	   23	   23	     23	       185	        185	        185	          185	       213	        213	        213	          213	
items/active/grapplinghooks/trinkclimbingrope/trinkclimbingrope.activeitem.patch                                          	   2	    2	    2	      2	  23	   23	   23	     23	       172	        172	        172	          172	       199	        199	        199	          199	
items/active/grapplinghooks/trinkgrapplinghook/trinkgrapplinghook.activeitem.patch                                        	   1	    1	    1	      1	  22	   22	   22	     22	       173	        173	        173	          173	       200	        200	        200	          200	
items/active/mattermanipulators/akkimarimanipulatorskin/akkimarimanipulatorskin.activeitem.patch                          	   2	    2	    2	      2	  26	   26	   26	     26	       206	        206	        206	          206	       234	        234	        234	          234	
items/active/mattermanipulators/alliancemanipulatorskin/alliancemanipulatorskin.activeitem.patch                          	   2	    2	    1	      1	  26	   26	   17	     17	       206	        206	        144	          144	       234	        234	        164	          164	
items/active/mattermanipulators/avikanmanipulatorskin/avikanmanipulatorskin.activeitem.patch                              	   2	    2	    1	      1	  26	   26	   17	     17	       204	        204	        142	          142	       232	        232	        162	          162	
items/active/mattermanipulators/defaultmanipulatorskin/defaultmanipulatorskin.activeitem.patch                            	   2	    2	    1	      1	  26	   26	   17	     17	       210	        210	        148	          148	       238	        238	        168	          168	
items/active/mattermanipulators/trinkmanipulatorskin/trinkmanipulatorskin.activeitem.patch                                	   2	    2	    2	      2	  26	   26	   26	     26	       206	        206	        206	          206	       234	        234	        234	          234	
items/active/other/akkimaricache/akkimaricache.activeitem.patch                                                           	   2	    2	    2	      2	  26	   26	   26	     26	       194	        194	        194	          194	       222	        222	        222	          222	
items/active/other/alliancecache/alliancecache.activeitem.patch                                                           	   2	    2	    1	      1	  26	   26	   18	     18	       194	        194	        139	          139	       222	        222	        160	          160	
items/active/other/allianceuniquecache/allianceuniquecache.activeitem.patch                                               	   2	    2	    1	      1	  29	   29	   21	     21	       218	        218	        163	          163	       247	        247	        185	          185	
items/active/other/avikancache/avikancache.activeitem.patch                                                               	   2	    2	    1	      1	  26	   26	   18	     18	       192	        192	        137	          137	       220	        220	        158	          158	
items/active/other/avikanuniquecache/avikanuniquecache.activeitem.patch                                                   	   2	    2	    1	      1	  29	   29	   21	     21	       216	        216	        161	          161	       245	        245	        183	          183	
items/active/other/celebratorycache/celebratorycache.activeitem.patch                                                     	   2	    2	    1	      1	  28	   28	   20	     20	       207	        207	        152	          152	       235	        235	        173	          173	
items/active/other/celebratorycache/celebratorycache2.activeitem.patch                                                    	   2	    2	    1	      1	  28	   28	   20	     20	       208	        208	        153	          153	       236	        236	        174	          174	
items/active/other/celebratorycache/celebratorycache3.activeitem.patch                                                    	   2	    2	    1	      1	  28	   28	   20	     20	       209	        209	        154	          154	       237	        237	        175	          175	
items/active/other/centenscache/centenscache.activeitem.patch                                                             	   2	    2	    1	      1	  26	   26	   18	     18	       196	        196	        141	          141	       224	        224	        162	          162	
items/active/other/rimdwellercache/rimdwellercache.activeitem.patch                                                       	   2	    2	    1	      1	  26	   26	   18	     18	       189	        189	        134	          134	       217	        217	        155	          155	
items/active/other/rimdwelleruniquecache/rimdwelleruniquecache.activeitem.patch                                           	   2	    2	    1	      1	  29	   29	   21	     21	       213	        213	        158	          158	       242	        242	        180	          180	
items/active/other/trinkcache/trinkcache.activeitem.patch                                                                 	   2	    2	    2	      2	  26	   26	   26	     26	       194	        194	        194	          194	       222	        222	        222	          222	
items/active/other/trinkuniquecache/trinkuniquecache.activeitem.patch                                                     	   2	    2	    2	      2	  29	   29	   29	     29	       218	        218	        218	          218	       247	        247	        247	          247	
items/active/remotecontroller/alliancedronecontroller.activeitem.patch                                                    	   1	    1	    1	      1	  23	   23	   23	     23	       168	        168	        168	          168	       195	        195	        195	          195	
items/active/remotecontroller/drahlcontroller.activeitem.patch                                                            	   1	    1	    1	      1	  22	   22	   22	     22	       165	        165	        165	          165	       192	        192	        192	          192	
items/active/remotecontroller/drahlidcontroller.activeitem.patch                                                          	   1	    1	    1	      1	  23	   23	   23	     23	       174	        174	        174	          174	       202	        202	        202	          202	
items/active/shields/akkimarishield.activeitem.patch                                                                      	   1	    1	    1	      1	  19	   19	   19	     19	       152	        152	        152	          152	       176	        176	        176	          176	
items/active/shields/allianceemblemshield.activeitem.patch                                                                	   1	    1	    1	      1	  23	   23	   23	     23	       190	        190	        190	          190	       216	        216	        216	          216	
items/active/shields/allianceshield.activeitem.patch                                                                      	   1	    1	    1	      1	  22	   22	   22	     22	       164	        164	        164	          164	       190	        190	        190	          190	
items/active/shields/avikanboneshield.activeitem.patch                                                                    	   1	    1	    1	      1	  17	   17	   17	     17	       136	        136	        136	          136	       158	        158	        158	          158	
items/active/shields/avikanmetalshield.activeitem.patch                                                                   	   1	    1	    1	      1	  20	   20	   20	     20	       159	        159	        159	          159	       184	        184	        184	          184	
items/active/shields/briggsshield.activeitem.patch                                                                        	   1	    1	    1	      1	  19	   19	   19	     19	       162	        162	        162	          162	       186	        186	        186	          186	
items/active/shields/rimdwellershield.activeitem.patch                                                                    	   1	    1	    1	      1	  21	   21	   21	     21	       166	        166	        166	          166	       192	        192	        192	          192	
items/active/shields/theleanshield.activeitem.patch                                                                       	   1	    1	    1	      1	  20	   20	   20	     20	       155	        155	        155	          155	       180	        180	        180	          180	
items/active/shields/trinkshield.activeitem.patch                                                                         	   1	    1	    1	      1	  19	   19	   19	     19	       154	        154	        154	          154	       178	        178	        178	          178	
items/active/shields/unique/oculus/centens-oculusshield.activeitem.patch                                                  	   1	    1	    1	      1	  23	   23	   23	     23	       194	        194	        194	          194	       219	        219	        219	          219	
items/active/unsorted/filledcapturepod/capturepod-avikandrone.activeitem.patch                                            	   1	    1	    1	      1	  22	   22	   22	     22	       168	        168	        168	          168	       195	        195	        195	          195	
items/active/unsorted/filledcapturepod/capturepod-ghavorkan.activeitem.patch                                              	   1	    1	    0	      0	  22	   22	    0	      0	       168	        168	          0	            0	       195	        195	          0	            0	
items/active/unsorted/filledcapturepod/capturepod-trinkdrone.activeitem.patch                                             	   1	    1	    0	      0	  22	   22	    0	      0	       168	        168	          0	            0	       195	        195	          0	            0	
items/active/unsorted/railhook/alliancerailhook.activeitem.patch                                                          	   1	    1	    1	      1	  20	   20	   20	     20	       153	        153	        153	          153	       178	        178	        178	          178	
items/active/unsorted/railhook/avikanrailhook.activeitem.patch                                                            	   1	    1	    1	      1	  20	   20	   20	     20	       151	        151	        151	          151	       176	        176	        176	          176	
items/active/unsorted/railhook/trinkrailhook.activeitem.patch                                                             	   1	    1	    1	      1	  20	   20	   20	     20	       153	        153	        153	          153	       178	        178	        178	          178	
items/active/unsorted/railplatform/akkimarirailrider.activeitem.patch                                                     	   1	    1	    1	      1	  24	   24	   24	     24	       177	        177	        177	          177	       206	        206	        206	          206	
items/active/unsorted/railplatform/alliancebriggstram.activeitem.patch                                                    	   1	    1	    1	      1	  22	   22	   22	     22	       172	        172	        172	          172	       199	        199	        199	          199	
items/active/unsorted/railplatform/allianceelevator.activeitem.patch                                                      	   1	    1	    1	      1	  22	   22	   22	     22	       174	        174	        174	          174	       201	        201	        201	          201	
items/active/unsorted/railplatform/alliancerailplatform.activeitem.patch                                                  	   1	    1	    1	      1	  20	   20	   20	     20	       171	        171	        171	          171	       196	        196	        196	          196	
items/active/unsorted/railplatform/alliancerailtram.activeitem.patch                                                      	   1	    1	    1	      1	  23	   23	   23	     23	       174	        174	        174	          174	       202	        202	        202	          202	
items/active/unsorted/railplatform/avikanrailplatform.activeitem.patch                                                    	   1	    1	    1	      1	  20	   20	   20	     20	       169	        169	        169	          169	       194	        194	        194	          194	
items/active/unsorted/railplatform/avikanrailtram.activeitem.patch                                                        	   1	    1	    1	      1	  23	   23	   23	     23	       172	        172	        172	          172	       200	        200	        200	          200	
items/active/unsorted/railplatform/trinkrailplatform.activeitem.patch                                                     	   1	    1	    1	      1	  20	   20	   20	     20	       171	        171	        171	          171	       196	        196	        196	          196	
items/active/unsorted/railplatform/trinkrailpod.activeitem.patch                                                          	   1	    1	    1	      1	  23	   23	   23	     23	       173	        173	        173	          173	       201	        201	        201	          201	
items/active/unsorted/railplatform/trinkrailtram.activeitem.patch                                                         	   1	    1	    1	      1	  23	   23	   23	     23	       174	        174	        174	          174	       202	        202	        202	          202	
items/active/unsorted/wateringcan/alliancewateringcan.activeitem.patch                                                    	   1	    1	    1	      1	  24	   24	   24	     24	       180	        180	        180	          180	       209	        209	        209	          209	
items/active/unsorted/wateringcan/avikanwateringsack.activeitem.patch                                                     	   1	    1	    1	      1	  22	   22	   22	     22	       166	        166	        166	          166	       193	        193	        193	          193	
items/active/vehiclecontroller/akkimarichasercontroller.activeitem.patch                                                  	   1	    1	    1	      1	  21	   21	   21	     21	       179	        179	        179	          179	       205	        205	        205	          205	
items/active/vehiclecontroller/alliancehoverbikecontroller.activeitem.patch                                               	   1	    1	    1	      1	  23	   23	   23	     23	       185	        185	        185	          185	       213	        213	        213	          213	
items/active/vehiclecontroller/alliancehovercarbluecontroller.activeitem.patch                                            	   1	    1	    1	      1	  23	   23	   23	     23	       180	        180	        180	          180	       208	        208	        208	          208	
items/active/vehiclecontroller/alliancehovercarredcontroller.activeitem.patch                                             	   1	    1	    1	      1	  23	   23	   23	     23	       179	        179	        179	          179	       207	        207	        207	          207	
items/active/vehiclecontroller/allianceshuttlecontroller.activeitem.patch                                                 	   1	    1	    1	      1	  25	   25	   25	     25	       185	        185	        185	          185	       213	        213	        213	          213	
items/active/vehiclecontroller/avikandrehkcontroller.activeitem.patch                                                     	   1	    1	    1	      1	  20	   20	   20	     20	       158	        158	        158	          158	       183	        183	        183	          183	
items/active/vehiclecontroller/avikankeffcontroller.activeitem.patch                                                      	   1	    1	    1	      1	  20	   20	   20	     20	       156	        156	        156	          156	       181	        181	        181	          181	
items/active/vehiclecontroller/avikanlightkeffcontroller.activeitem.patch                                                 	   1	    1	    1	      1	  22	   22	   22	     22	       166	        166	        166	          166	       193	        193	        193	          193	
items/active/vehiclecontroller/avikanmechcontroller.activeitem.patch                                                      	   1	    1	    1	      1	  22	   22	   22	     22	       174	        174	        174	          174	       201	        201	        201	          201	
items/active/vehiclecontroller/avikanmountarmouredcontroller.activeitem.patch                                             	   1	    1	    1	      1	  22	   22	   22	     22	       174	        174	        174	          174	       201	        201	        201	          201	
items/active/vehiclecontroller/avikanmountcontroller.activeitem.patch                                                     	   1	    1	    1	      1	  20	   20	   20	     20	       162	        162	        162	          162	       187	        187	        187	          187	
items/active/vehiclecontroller/avikanskoffcontroller.activeitem.patch                                                     	   1	    1	    1	      1	  20	   20	   20	     20	       158	        158	        158	          158	       183	        183	        183	          183	
items/active/vehiclecontroller/trinkhoverpodcontroller.activeitem.patch                                                   	   1	    1	    1	      1	  20	   20	   20	     20	       164	        164	        164	          164	       189	        189	        189	          189	
items/active/weapons/activethrowables/akkimari-nailbomb/akkimari-nailbomb.activeitem.patch                                	   1	    1	    1	      1	  21	   21	   21	     21	       178	        178	        178	          178	       202	        202	        202	          202	
items/active/weapons/activethrowables/akkimari-throwingknife/akkimari-throwingknife.activeitem.patch                      	   1	    1	    1	      1	  22	   22	   22	     22	       186	        186	        186	          186	       211	        211	        211	          211	
items/active/weapons/activethrowables/akkimari-vaashbomb/akkimari-vaashbomb.activeitem.patch                              	   1	    1	    1	      1	  20	   20	   20	     20	       157	        157	        157	          157	       180	        180	        180	          180	
items/active/weapons/melee/akkimari/advanced/axe/akkimari-tier6axe.activeitem.patch                                       	   1	    1	    1	      1	  22	   22	   22	     22	       160	        160	        160	          160	       187	        187	        187	          187	
items/active/weapons/melee/akkimari/advanced/broadsword/akkimari-tier4broadsword.activeitem.patch                         	   1	    1	    1	      1	  22	   22	   22	     22	       168	        168	        168	          168	       195	        195	        195	          195	
items/active/weapons/melee/akkimari/advanced/dagger/akkimari-tier5dagger.activeitem.patch                                 	   1	    1	    1	      1	  22	   22	   22	     22	       165	        165	        165	          165	       192	        192	        192	          192	
items/active/weapons/melee/akkimari/advanced/hammer/akkimari-tier6hammer.activeitem.patch                                 	   1	    1	    1	      1	  22	   22	   22	     22	       166	        166	        166	          166	       193	        193	        193	          193	
items/active/weapons/melee/akkimari/advanced/shortsword/akkimari-tier4shortsword.activeitem.patch                         	   1	    1	    1	      1	  22	   22	   22	     22	       164	        164	        164	          164	       191	        191	        191	          191	
items/active/weapons/melee/akkimari/advanced/spear/akkimari-tier5spear.activeitem.patch                                   	   1	    1	    1	      1	  22	   22	   22	     22	       164	        164	        164	          164	       191	        191	        191	          191	
items/active/weapons/melee/akkimari/basic/akkimari-tier1broadsword.activeitem.patch                                       	   1	    1	    1	      1	  18	   18	   18	     18	       155	        155	        155	          155	       178	        178	        178	          178	
items/active/weapons/melee/akkimari/basic/akkimari-tier1shortsword.activeitem.patch                                       	   1	    1	    1	      1	  18	   18	   18	     18	       151	        151	        151	          151	       174	        174	        174	          174	
items/active/weapons/melee/akkimari/basic/akkimari-tier2dagger.activeitem.patch                                           	   1	    1	    1	      1	  18	   18	   18	     18	       152	        152	        152	          152	       175	        175	        175	          175	
items/active/weapons/melee/akkimari/basic/akkimari-tier2spear.activeitem.patch                                            	   1	    1	    1	      1	  18	   18	   18	     18	       151	        151	        151	          151	       174	        174	        174	          174	
items/active/weapons/melee/akkimari/basic/akkimari-tier3axe.activeitem.patch                                              	   1	    1	    1	      1	  18	   18	   18	     18	       149	        149	        149	          149	       172	        172	        172	          172	
items/active/weapons/melee/akkimari/basic/akkimari-tier3hammer.activeitem.patch                                           	   1	    1	    1	      1	  18	   18	   18	     18	       152	        152	        152	          152	       175	        175	        175	          175	
items/active/weapons/melee/akkimari/chainsaw/akkimari-chainsaw-npc.activeitem.patch                                       	   1	    1	    1	      1	  24	   24	   24	     24	       178	        178	        178	          178	       207	        207	        207	          207	
items/active/weapons/melee/akkimari/chainsaw/akkimari-chainsaw.activeitem.patch                                           	   1	    1	    1	      1	  23	   23	   23	     23	       173	        173	        173	          173	       201	        201	        201	          201	
items/active/weapons/melee/alliance/generated/thea-wrench/thea-wrench.activeitem.patch                                    	   1	    1	    1	      1	  14	   14	   14	     14	       125	        125	        125	          125	       144	        144	        144	          144	
items/active/weapons/melee/alliance/manufactured/chainsaw/thea-briggschainsaw.activeitem.patch                            	   1	    1	    1	      1	  19	   19	   19	     19	       165	        165	        165	          165	       189	        189	        189	          189	
items/active/weapons/melee/alliance/manufactured/chainsaw/thea-rimchainsaw-npc.activeitem.patch                           	   1	    1	    1	      1	  24	   24	   24	     24	       178	        178	        178	          178	       207	        207	        207	          207	
items/active/weapons/melee/alliance/manufactured/chainsaw/thea-rimchainsaw.activeitem.patch                               	   1	    1	    1	      1	  23	   23	   23	     23	       173	        173	        173	          173	       201	        201	        201	          201	
items/active/weapons/melee/alliance/manufactured/prod/thea-policeprod.activeitem.patch                                    	   1	    1	    1	      1	  20	   20	   20	     20	       159	        159	        159	          159	       184	        184	        184	          184	
items/active/weapons/melee/alliance/manufactured/prod/thea-prod.activeitem.patch                                          	   1	    1	    1	      1	  17	   17	   17	     17	       139	        139	        139	          139	       161	        161	        161	          161	
items/active/weapons/melee/alliance/tiered/advanced/thea-tier4broadsword.activeitem.patch                                 	   1	    1	    1	      1	  17	   17	   17	     17	       140	        140	        140	          140	       161	        161	        161	          161	
items/active/weapons/melee/alliance/tiered/advanced/thea-tier4shortsword.activeitem.patch                                 	   1	    1	    1	      1	  17	   17	   17	     17	       140	        140	        140	          140	       161	        161	        161	          161	
items/active/weapons/melee/alliance/tiered/advanced/thea-tier5dagger.activeitem.patch                                     	   1	    1	    1	      1	  17	   17	   17	     17	       137	        137	        137	          137	       158	        158	        158	          158	
items/active/weapons/melee/alliance/tiered/advanced/thea-tier5spear.activeitem.patch                                      	   1	    1	    1	      1	  17	   17	   17	     17	       135	        135	        135	          135	       156	        156	        156	          156	
items/active/weapons/melee/alliance/tiered/advanced/thea-tier6axe.activeitem.patch                                        	   1	    1	    1	      1	  17	   17	   17	     17	       138	        138	        138	          138	       159	        159	        159	          159	
items/active/weapons/melee/alliance/tiered/advanced/thea-tier6hammer.activeitem.patch                                     	   1	    1	    1	      1	  17	   17	   17	     17	       141	        141	        141	          141	       162	        162	        162	          162	
items/active/weapons/melee/alliance/tiered/basic/thea-tier1broadsword.activeitem.patch                                    	   1	    1	    1	      1	  15	   15	   15	     15	       134	        134	        134	          134	       154	        154	        154	          154	
items/active/weapons/melee/alliance/tiered/basic/thea-tier1shortsword.activeitem.patch                                    	   1	    1	    1	      1	  15	   15	   15	     15	       134	        134	        134	          134	       154	        154	        154	          154	
items/active/weapons/melee/alliance/tiered/basic/thea-tier2dagger.activeitem.patch                                        	   1	    1	    1	      1	  15	   15	   15	     15	       131	        131	        131	          131	       151	        151	        151	          151	
items/active/weapons/melee/alliance/tiered/basic/thea-tier2spear.activeitem.patch                                         	   1	    1	    1	      1	  15	   15	   15	     15	       129	        129	        129	          129	       149	        149	        149	          149	
items/active/weapons/melee/alliance/tiered/basic/thea-tier3axe.activeitem.patch                                           	   1	    1	    1	      1	  15	   15	   15	     15	       132	        132	        132	          132	       152	        152	        152	          152	
items/active/weapons/melee/alliance/tiered/basic/thea-tier3hammer.activeitem.patch                                        	   1	    1	    1	      1	  15	   15	   15	     15	       135	        135	        135	          135	       155	        155	        155	          155	
items/active/weapons/melee/avikan/avikanbowstaff.activeitem.patch                                                         	   1	    1	    1	      1	  17	   17	   17	     17	       141	        141	        141	          141	       163	        163	        163	          163	
items/active/weapons/melee/avikan/avikancrook.activeitem.patch                                                            	   1	    1	    1	      1	  19	   19	   19	     19	       146	        146	        146	          146	       170	        170	        170	          170	
items/active/weapons/melee/avikan/avikanprod.activeitem.patch                                                             	   1	    1	    1	      1	  19	   19	   19	     19	       161	        161	        161	          161	       185	        185	        185	          185	
items/active/weapons/melee/avikan/axe/avikantier1axe.activeitem.patch                                                     	   1	    1	    1	      1	  21	   21	   21	     21	       151	        151	        151	          151	       177	        177	        177	          177	
items/active/weapons/melee/avikan/axe/avikantier2axe.activeitem.patch                                                     	   1	    1	    1	      1	  20	   20	   20	     20	       147	        147	        147	          147	       172	        172	        172	          172	
items/active/weapons/melee/avikan/axe/avikantier3axe.activeitem.patch                                                     	   1	    1	    1	      1	  21	   21	   21	     21	       155	        155	        155	          155	       181	        181	        181	          181	
items/active/weapons/melee/avikan/axe/avikantier4axe.activeitem.patch                                                     	   1	    1	    1	      1	  21	   21	   21	     21	       162	        162	        162	          162	       188	        188	        188	          188	
items/active/weapons/melee/avikan/axe/avikantier5axe.activeitem.patch                                                     	   2	    2	    2	      2	  20	   20	   20	     20	       150	        150	        150	          150	       174	        174	        174	          174	
items/active/weapons/melee/avikan/axe/generated/avikanvanguardaxe.activeitem.patch                                        	   1	    1	    1	      1	  22	   22	   22	     22	       170	        170	        170	          170	       197	        197	        197	          197	
items/active/weapons/melee/avikan/axe/tier6/avikantier6axe.activeitem.patch                                               	   1	    1	    1	      1	  22	   22	   22	     22	       172	        172	        172	          172	       199	        199	        199	          199	
items/active/weapons/melee/avikan/broadsword/avikantier1broadsword.activeitem.patch                                       	   1	    1	    1	      1	  20	   20	   20	     20	       153	        153	        153	          153	       178	        178	        178	          178	
items/active/weapons/melee/avikan/broadsword/avikantier2broadsword.activeitem.patch                                       	   1	    1	    1	      1	  21	   21	   21	     21	       163	        163	        163	          163	       189	        189	        189	          189	
items/active/weapons/melee/avikan/broadsword/avikantier3broadsword.activeitem.patch                                       	   1	    1	    1	      1	  20	   20	   20	     20	       160	        160	        160	          160	       185	        185	        185	          185	
items/active/weapons/melee/avikan/broadsword/avikantier4broadsword.activeitem.patch                                       	   1	    1	    1	      1	  20	   20	   20	     20	       167	        167	        167	          167	       192	        192	        192	          192	
items/active/weapons/melee/avikan/broadsword/avikantier5broadsword.activeitem.patch                                       	   1	    1	    1	      1	  19	   19	   19	     19	       153	        153	        153	          153	       177	        177	        177	          177	
items/active/weapons/melee/avikan/broadsword/generated/avikanvanguardbroadsword.activeitem.patch                          	   1	    1	    1	      1	  23	   23	   23	     23	       181	        181	        181	          181	       209	        209	        209	          209	
